Campana;Etapa_Pago;Fecha;Archivo_Origen;Carpeta;Tabaco;Clase;Porcentaje;Adelanto_1;Adelanto_2;Incremento;Precio_Total_Acumulado;Comprador;Vendedor;Adelanto_1_USD;Adelanto_2_USD;Incremento_USD;Precio_Total_Acumulado_USD
2020-2021;Resolución / Anexo General;2021-07-19;001003-Anexo.pdf;Campana_2020-2021;BURLEY;B1FR;3;8.25;;;8.25;95.436;101.719;0.08110579144505943;;;0.08110579144505943
2020-2021;Resolución / Anexo General;2021-07-19;001003-Anexo.pdf;Campana_2020-2021;BURLEY;C1L;3;7.35;;;7.35;95.436;101.719;0.07225788692378021;;;0.07225788692378021
2020-2021;Resolución / Anexo General;2021-07-19;001003-Anexo.pdf;Campana_2020-2021;BURLEY;C1F;4;3.2;;;3.2;95.436;101.719;0.03145921607565942;;;0.03145921607565942
2020-2021;Resolución / Anexo General;2021-07-19;001003-Anexo.pdf;Campana_2020-2021;BURLEY;X1L;3;3.75;;;3.75;95.436;101.719;0.036866268838663376;;;0.036866268838663376
2020-2021;Resolución / Anexo General;2021-07-19;001003-Anexo.pdf;Campana_2020-2021;BURLEY;X1F;4;0.05;;;0.05;95.436;101.719;0.0004915502511821785;;;0.0004915502511821785
2020-2021;Resolución / Anexo General;2021-07-19;001003-Anexo.pdf;Campana_2020-2021;BURLEY;T2F;3;6.0;;;6.0;95.436;101.719;0.058986030141861406;;;0.058986030141861406
2020-2021;Resolución / Anexo General;2021-07-19;001003-Anexo.pdf;Campana_2020-2021;VIRGINIA;X4L;1;5.6;;;5.6;95.436;101.719;0.05505362813240398;;;0.05505362813240398
2020-2021;Resolución / Anexo General;2021-07-19;001003-Anexo.pdf;Campana_2020-2021;VIRGINIA;T1F;5;4.0;;;4.0;95.436;101.719;0.03932402009457427;;;0.03932402009457427
2020-2021;Resolución / Anexo General;2021-07-19;001003-Anexo.pdf;Campana_2020-2021;VIRGINIA;C2F;5;1.0;;;1.0;95.436;101.719;0.009831005023643568;;;0.009831005023643568
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;BURLEY;B1;90;10.8;0.0;28.7878;39.5878;100.282;106.55;0.10136086344439231;0.0;0.2701811356170812;0.3715419990614735
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;C3K;39;9.75;23.4;10.4884;43.6384;100.282;106.55;0.09150633505396527;0.21961520412951666;0.09843641482871891;0.40955795401220085
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;X3F;60;15.0;36.0;16.136;67.136;100.282;106.55;0.14077897700610043;0.33786954481464104;0.15144063819802908;0.6300891600187705
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;X3L;48;12.0;28.8;12.9088;53.7088;100.282;106.55;0.11262318160488034;0.27029563585171285;0.12115251055842327;0.5040713280150164
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;X3K;27;6.75;16.2;7.2612;30.2112;100.282;106.55;0.06335053965274519;0.15204129516658846;0.06814828718911309;0.28354012200844675
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;B4F;48;12.0;28.8;12.9088;53.7088;100.282;106.55;0.11262318160488034;0.27029563585171285;0.12115251055842327;0.5040713280150164
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;B4L;43;10.75;25.8;11.5642;48.1142;100.282;106.55;0.10089160018770531;0.24213984045049275;0.10853308305959643;0.45156452369779443
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;C4F;50;12.5;30.0;13.4467;55.9467;100.282;106.55;0.11731581417175035;0.28155795401220085;0.12620084467386203;0.5250746128578132
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;C4L;37;9.25;22.2;9.9506;41.4006;100.282;106.55;0.08681370248709526;0.20835288596902862;0.09338901923979352;0.3885556076959174
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;X4F;39;9.75;23.4;10.4884;43.6384;100.282;106.55;0.09150633505396527;0.21961520412951666;0.09843641482871891;0.40955795401220085
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;X4L;26;6.5;15.6;6.9923;29.0923;100.282;106.55;0.06100422336931018;0.14641013608634443;0.0656245893946504;0.27303894885030505
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;C3L;59;14.75;35.4;15.8671;66.0171;100.282;106.55;0.1384326607226654;0.332238385734397;0.1489169404035664;0.6195879868606288
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;NVX;20;5.0;12.0;5.3787;22.3787;100.282;106.55;0.04692632566870014;0.11262318160488034;0.050480525574847494;0.21003003284842797
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;NVB;20;5.0;12.0;5.3787;22.3787;100.282;106.55;0.04692632566870014;0.11262318160488034;0.050480525574847494;0.21003003284842797
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;N5K;15;3.75;9.0;4.034;16.784;100.282;106.55;0.035194744251525106;0.08446738620366026;0.03786015954950727;0.15752229000469262
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;N5X;17;4.25;10.2;4.5719;19.0219;100.282;106.55;0.03988737681839512;0.09572970436414828;0.04290849366494604;0.17852557484748943
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;N5C;17;4.25;10.2;4.5719;19.0219;100.282;106.55;0.03988737681839512;0.09572970436414828;0.04290849366494604;0.17852557484748943
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;N5B;15;3.75;9.0;4.034;16.784;100.282;106.55;0.035194744251525106;0.08446738620366026;0.03786015954950727;0.15752229000469262
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;H1F;105;26.25;63.0;28.2381;117.4881;100.282;106.55;0.24636320976067574;0.5912717034256217;0.2650220553730643;1.102656968559362
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;H2F;95;23.75;57.0;25.5487;106.2987;100.282;106.55;0.22290004692632567;0.5349601126231817;0.23978132332238386;0.9976414828718911
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;H3F;80;20.0;48.0;21.5147;89.5147;100.282;106.55;0.18770530267480057;0.45049272641952137;0.2019211637728766;0.8401191928671986
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;VIRGINIA;T1F;90;20.25;40.5;20.4323;81.1823;100.282;106.55;0.19005161895823558;0.38010323791647116;0.1917625527921164;0.7619174096668231
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;VIRGINIA;T1FR;80;18.0;36.0;18.1621;72.1621;100.282;106.55;0.16893477240732052;0.33786954481464104;0.17045612388549977;0.6772604411074613
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;NVC;20;5.0;12.0;5.3787;22.3787;100.282;106.55;0.04692632566870014;0.11262318160488034;0.050480525574847494;0.21003003284842797
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;C3F;71;17.75;42.6;19.0943;79.4443;100.282;106.55;0.1665884561238855;0.3998122946973252;0.17920506804317224;0.7456058188643829
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;B3KF;44;11.0;26.4;11.8331;49.2331;100.282;106.55;0.1032379164711403;0.24777099953073672;0.11105678085405912;0.4620656968559362
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;B3L;64;16.0;38.4;17.2118;71.6118;100.282;106.55;0.15016424213984045;0.36039418113561705;0.16153730642890662;0.6720957297043642
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;BURLEY;C2;80;9.6;0.0;25.5891;35.1891;100.282;106.55;0.09009854528390426;0.0;0.24016048803378695;0.33025903331769124
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;C1F;94;23.5;56.4;25.2798;105.1798;100.282;106.55;0.22055373064289066;0.5293289535429376;0.23725762552792118;0.9871403097137494
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;B1L;88;22.0;52.8;23.6662;98.4662;100.282;106.55;0.2064758329422806;0.49554199906147345;0.22211356170811825;0.9241313937118724
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;B1F;100;25.0;60.0;26.8934;111.8934;100.282;106.55;0.2346316283435007;0.5631159080244017;0.25240168934772406;1.0501492257156264
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;T1L;78;19.5;46.8;20.9769;87.2769;100.282;106.55;0.18301267010793054;0.4392304082590333;0.19687376818395122;0.8191168465509151
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;C1L;82;20.5;49.2;22.0526;91.7526;100.282;106.55;0.1923979352416706;0.46175504458000943;0.20696949788831537;0.8611224777099954
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;X1F;83;20.75;49.8;22.3215;92.8715;100.282;106.55;0.19474425152510558;0.4673862036602534;0.20949319568277805;0.871623650868137
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;X1L;71;17.75;42.6;19.0943;79.4443;100.282;106.55;0.1665884561238855;0.3998122946973252;0.17920506804317224;0.7456058188643829
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;T2F;81;20.25;48.6;21.7837;90.6337;100.282;106.55;0.19005161895823558;0.4561238854997654;0.20444580009385266;0.8506213045518537
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;T2L;68;17.0;40.8;18.2875;76.0875;100.282;106.55;0.15954950727358047;0.3829188174565931;0.17163303613327077;0.7141013608634444
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;T2KL;35;8.75;21.0;9.4127;39.1627;100.282;106.55;0.08212106992022525;0.1970905678085406;0.08834068512435475;0.3675523228531206
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;T2KF;40;10.0;24.0;10.7574;44.7574;100.282;106.55;0.09385265133740028;0.22524636320976069;0.10096105114969499;0.42006006569685594
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;B2F;91;22.75;54.6;24.473;101.823;100.282;106.55;0.21351478179258565;0.5124354763022055;0.2296855936180197;0.9556358517128108
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;B2L;78;19.5;46.8;20.9769;87.2769;100.282;106.55;0.18301267010793054;0.4392304082590333;0.19687376818395122;0.8191168465509151
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;B2KL;48;12.0;28.8;12.9088;53.7088;100.282;106.55;0.11262318160488034;0.27029563585171285;0.12115251055842327;0.5040713280150164
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;B2KF;53;13.25;31.8;14.2535;59.3035;100.282;106.55;0.12435476302205538;0.2984514312529329;0.1337728765837635;0.5565790708587518
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;C2F;85;21.25;51.0;22.8594;95.1094;100.282;106.55;0.1994368840919756;0.47864852182074147;0.2145415297982168;0.8926269357109338
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;C2L;72;18.0;43.2;19.3632;80.5632;100.282;106.55;0.16893477240732052;0.40544345377756924;0.18172876583763492;0.7561069920225246
2020-2021;Adelanto / 1ra Grilla;2021-12-01;0001003-Anexo.pdf;Campana_2020-2021;CRIOLLO MISIONERO;C2K;48;12.0;28.8;12.9088;53.7088;100.282;106.55;0.11262318160488034;0.27029563585171285;0.12115251055842327;0.5040713280150164
